dataset,strategy,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,comparison_group,run_name,reward_mode,sentiment_variant,seed,differential_sharpe_eta,differential_sharpe_warmup_steps,differential_sharpe_min_variance
test,double_dqn,0.4607409687973647,0.24788259208947072,0.2464112900555486,1.0059709197317641,-0.2500467012491424,sharpe_sparse,sharpe_sparse_seed45,sharpe,sparse,45.0,0.005,20.0,1e-06
train,double_dqn,4.341526997271154,0.3576509462619726,0.21798912508828205,1.6406825162362102,-0.25350174441431994,sharpe_sparse,sharpe_sparse_seed46,sharpe,sparse,46.0,0.005,20.0,1e-06
validation,double_dqn,1.0638272810138738,0.29148660324865716,0.24316499779973855,1.1987194122762457,-0.29468291788944334,sharpe_sparse,sharpe_sparse_seed46,sharpe,sparse,46.0,0.005,20.0,1e-06
test,double_dqn,1.1424986734095102,0.5088691035264605,0.23207502146007417,2.192692260998048,-0.21697864094765618,sharpe_sparse,sharpe_sparse_seed46,sharpe,sparse,46.0,0.005,20.0,1e-06
train,double_dqn,15.844250583229538,0.6394074562107932,0.19517225895934529,3.2761185407193696,-0.09520314668260332,sharpe_decay,sharpe_decay_seed42,sharpe,decay,42.0,0.005,20.0,1e-06
validation,double_dqn,1.2462852469406847,0.31296119519068344,0.19868289115437565,1.5751793894901303,-0.15518135007098943,sharpe_decay,sharpe_decay_seed42,sharpe,decay,42.0,0.005,20.0,1e-06
test,double_dqn,0.20645875168216143,0.12269735632959367,0.20538131348538236,0.5974124629324002,-0.2625413006252073,sharpe_decay,sharpe_decay_seed42,sharpe,decay,42.0,0.005,20.0,1e-06
train,double_dqn,18.4024033296133,0.6800040060241008,0.19846781556113843,3.426268405794108,-0.13404779251880306,sharpe_decay,sharpe_decay_seed43,sharpe,decay,43.0,0.005,20.0,1e-06
validation,double_dqn,0.8988884193490987,0.24123962615523742,0.17898012277786798,1.3478570827367218,-0.1477810291130216,sharpe_decay,sharpe_decay_seed43,sharpe,decay,43.0,0.005,20.0,1e-06
test,double_dqn,0.482320422958185,0.24021567575510483,0.18289418466150917,1.3134134155204729,-0.18898237826067144,sharpe_decay,sharpe_decay_seed43,sharpe,decay,43.0,0.005,20.0,1e-06
train,double_dqn,2.9181080378585538,0.2943101334242335,0.23718419872747087,1.2408505077625402,-0.3087082679067399,sharpe_decay,sharpe_decay_seed44,sharpe,decay,44.0,0.005,20.0,1e-06
validation,double_dqn,0.6959907791100206,0.21717080744393358,0.2517936403152801,0.8624952050893977,-0.24694518373979402,sharpe_decay,sharpe_decay_seed44,sharpe,decay,44.0,0.005,20.0,1e-06
test,double_dqn,0.38186715054227793,0.20432476686362677,0.21283991842866556,0.9599926948482989,-0.2977712488802704,sharpe_decay,sharpe_decay_seed44,sharpe,decay,44.0,0.005,20.0,1e-06
train,double_dqn,0.6326400145495841,0.10314469504518131,0.17692169181643133,0.5829963188018865,-0.18685294319536472,sharpe_decay,sharpe_decay_seed45,sharpe,decay,45.0,0.005,20.0,1e-06
validation,double_dqn,0.5662329625936138,0.19226436309405948,0.2675898579847575,0.7185039244088663,-0.30798709984228,sharpe_decay,sharpe_decay_seed45,sharpe,decay,45.0,0.005,20.0,1e-06
test,double_dqn,0.9467482376661689,0.453118488095106,0.2742750451134963,1.6520587496671577,-0.3226568225302163,sharpe_decay,sharpe_decay_seed45,sharpe,decay,45.0,0.005,20.0,1e-06
train,double_dqn,3.5128332143490884,0.32855317365999026,0.24680425714116946,1.3312297667218165,-0.255542380206668,sharpe_decay,sharpe_decay_seed46,sharpe,decay,46.0,0.005,20.0,1e-06
validation,double_dqn,0.9081641510217491,0.2794822492400375,0.29915219018190836,0.9342477120762179,-0.3812340224303704,sharpe_decay,sharpe_decay_seed46,sharpe,decay,46.0,0.005,20.0,1e-06
test,double_dqn,0.7103604432066064,0.3584456096029671,0.26676065805216825,1.3436974260757326,-0.29886620057787916,sharpe_decay,sharpe_decay_seed46,sharpe,decay,46.0,0.005,20.0,1e-06
