dataset,strategy,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,comparison_group,run_name,reward_mode,sentiment_variant,seed,differential_sharpe_eta,differential_sharpe_warmup_steps,differential_sharpe_min_variance
test,double_dqn,0.08582295335323109,0.13178548967503434,0.40883731099774206,0.3223421300600477,-0.45123988212967814,sharpe_decay,sharpe_decay_seed42,sharpe,decay,42.0,0.005,20.0,1e-06
train,double_dqn,9.395327944381032,0.6069457803577092,0.401468814844372,1.5118130173896311,-0.4328773788517297,sharpe_decay,sharpe_decay_seed43,sharpe,decay,43.0,0.005,20.0,1e-06
validation,double_dqn,0.8854427654530399,0.3461240691017633,0.44745155806209336,0.7735453433234694,-0.6112576139891039,sharpe_decay,sharpe_decay_seed43,sharpe,decay,43.0,0.005,20.0,1e-06
test,double_dqn,0.5983818717305962,0.47860473752908583,0.5588403397246078,0.856424820307243,-0.4785253759550334,sharpe_decay,sharpe_decay_seed43,sharpe,decay,43.0,0.005,20.0,1e-06
train,double_dqn,479.8176487515376,2.0490243101526358,0.391977400933112,5.227404195432905,-0.26528734913166596,sharpe_decay,sharpe_decay_seed44,sharpe,decay,44.0,0.005,20.0,1e-06
validation,double_dqn,1.9450838028444815,0.5454059961598896,0.4440124248171431,1.228357509104623,-0.6573069764330084,sharpe_decay,sharpe_decay_seed44,sharpe,decay,44.0,0.005,20.0,1e-06
test,double_dqn,0.04550480752814101,0.12765663977257247,0.446839891599709,0.28568765271953533,-0.4787051142278058,sharpe_decay,sharpe_decay_seed44,sharpe,decay,44.0,0.005,20.0,1e-06
train,double_dqn,215.7165853225083,1.6587833393984277,0.3857070894358988,4.300629635365059,-0.23803752334085437,sharpe_decay,sharpe_decay_seed45,sharpe,decay,45.0,0.005,20.0,1e-06
validation,double_dqn,2.4475546133812554,0.6341410549256281,0.4604255178853332,1.377293460705968,-0.34266606029319335,sharpe_decay,sharpe_decay_seed45,sharpe,decay,45.0,0.005,20.0,1e-06
test,double_dqn,1.2092968680498375,0.6292148917504867,0.42547660656468334,1.4788472081480464,-0.37335529422806446,sharpe_decay,sharpe_decay_seed45,sharpe,decay,45.0,0.005,20.0,1e-06
train,double_dqn,14.827261190822473,0.7303880189068797,0.409735044049008,1.7825861602883024,-0.3719975063032366,sharpe_decay,sharpe_decay_seed46,sharpe,decay,46.0,0.005,20.0,1e-06
validation,double_dqn,1.4375487450925686,0.434597326989554,0.40829383517957224,1.064422946279395,-0.5661320417413775,sharpe_decay,sharpe_decay_seed46,sharpe,decay,46.0,0.005,20.0,1e-06
test,double_dqn,0.5712666451091264,0.3847465381942856,0.4452806582749724,0.8640540096324926,-0.4086111818477237,sharpe_decay,sharpe_decay_seed46,sharpe,decay,46.0,0.005,20.0,1e-06
