seed,run_name,reward_mode,sentiment_variant,differential_sharpe_eta,differential_sharpe_warmup_steps,differential_sharpe_min_variance,dataset,strategy,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,comparison_group
43,sharpe_sparse_seed43,sharpe,sparse,0.005,20,1e-06,validation,double_dqn,0.23221256718756167,0.0882015695117151,0.19699706948240206,0.44773036341839706,-0.2752001556960293,sharpe_sparse
43,sharpe_sparse_seed43,sharpe,sparse,0.005,20,1e-06,test,double_dqn,0.04560822576494439,0.06153924205096195,0.27437363037257945,0.2242899289096993,-0.30714791042537815,sharpe_sparse
44,sharpe_sparse_seed44,sharpe,sparse,0.005,20,1e-06,train,double_dqn,0.9445609391923473,0.15434171055571677,0.2501396608712751,0.6170221468203833,-0.2896325920139876,sharpe_sparse
44,sharpe_sparse_seed44,sharpe,sparse,0.005,20,1e-06,validation,double_dqn,0.21304850401738284,0.09957718952730454,0.2620253448675535,0.3800288463607901,-0.392135254869986,sharpe_sparse
44,sharpe_sparse_seed44,sharpe,sparse,0.005,20,1e-06,test,double_dqn,-0.17225947638024408,-0.011257860704533718,0.4077155978892485,-0.027612043205645993,-0.5994189335762873,sharpe_sparse
45,sharpe_sparse_seed45,sharpe,sparse,0.005,20,1e-06,train,double_dqn,2.9603037154106846,0.29934491694920506,0.2455153345301132,1.2192514065246278,-0.23581673346872234,sharpe_sparse
45,sharpe_sparse_seed45,sharpe,sparse,0.005,20,1e-06,validation,double_dqn,0.6458944153970199,0.19537885291456214,0.21452179536654367,0.910764580264337,-0.31943088989211144,sharpe_sparse
45,sharpe_sparse_seed45,sharpe,sparse,0.005,20,1e-06,test,double_dqn,0.5240305728206531,0.35253894876954495,0.4214251289004323,0.8365399322280027,-0.4996022802866853,sharpe_sparse
46,sharpe_sparse_seed46,sharpe,sparse,0.005,20,1e-06,train,double_dqn,0.45581338012160333,0.09916044281248149,0.2500225408131146,0.3966060119619429,-0.30061030374015496,sharpe_sparse
46,sharpe_sparse_seed46,sharpe,sparse,0.005,20,1e-06,validation,double_dqn,0.12123360585363896,0.08759148631598346,0.31039674333056344,0.2821920274553303,-0.5834097551161435,sharpe_sparse
46,sharpe_sparse_seed46,sharpe,sparse,0.005,20,1e-06,test,double_dqn,-0.20526632792502386,0.0527766773074787,0.5779880409728909,0.09131101954746856,-0.7150149671400814,sharpe_sparse
42,sharpe_decay_seed42,sharpe,decay,0.005,20,1e-06,train,double_dqn,7.15292204183735,0.45709109554812977,0.21703632064721795,2.106058074450632,-0.24103810597493125,sharpe_decay
42,sharpe_decay_seed42,sharpe,decay,0.005,20,1e-06,validation,double_dqn,1.1102965216477099,0.29562685748550654,0.228210367679045,1.2954137907585166,-0.233470725384597,sharpe_decay
42,sharpe_decay_seed42,sharpe,decay,0.005,20,1e-06,test,double_dqn,0.1723204666852789,0.125295458940889,0.27868057968792564,0.44960240531004486,-0.22626588723665197,sharpe_decay
43,sharpe_decay_seed43,sharpe,decay,0.005,20,1e-06,train,double_dqn,5.091781021006071,0.38124671015350864,0.19393488641316897,1.9658490393589156,-0.18721674965777313,sharpe_decay
43,sharpe_decay_seed43,sharpe,decay,0.005,20,1e-06,validation,double_dqn,0.14572619140491105,0.0690826097071282,0.22065526379200542,0.3130793642532227,-0.37081935138072863,sharpe_decay
43,sharpe_decay_seed43,sharpe,decay,0.005,20,1e-06,test,double_dqn,0.27928889721092376,0.20767916676482345,0.36573903608653,0.5678342924152311,-0.409139310097115,sharpe_decay
44,sharpe_decay_seed44,sharpe,decay,0.005,20,1e-06,train,double_dqn,6.904645555224983,0.45808971280444144,0.24251932014748875,1.8888792551696623,-0.20372459348554306,sharpe_decay
44,sharpe_decay_seed44,sharpe,decay,0.005,20,1e-06,validation,double_dqn,0.5843658047543889,0.19511492097801653,0.2631126746895725,0.7415641272630382,-0.40686613263040317,sharpe_decay
44,sharpe_decay_seed44,sharpe,decay,0.005,20,1e-06,test,double_dqn,0.251458327836108,0.205411728718631,0.3879569741740063,0.5294703856167818,-0.3975671604323764,sharpe_decay
45,sharpe_decay_seed45,sharpe,decay,0.005,20,1e-06,train,double_dqn,21.47839969826605,0.7189484861334758,0.1879410692041971,3.8253931893531035,-0.11785458061314769,sharpe_decay
45,sharpe_decay_seed45,sharpe,decay,0.005,20,1e-06,validation,double_dqn,0.8089439222798864,0.22578064687723187,0.19302378430692108,1.169703763129134,-0.20230190639481438,sharpe_decay
45,sharpe_decay_seed45,sharpe,decay,0.005,20,1e-06,test,double_dqn,0.3204636741236573,0.2038507586127587,0.30763947719112766,0.6626287382685676,-0.28949411025330385,sharpe_decay
46,sharpe_decay_seed46,sharpe,decay,0.005,20,1e-06,train,double_dqn,2.7661137627206305,0.27936929144334743,0.21474944709909563,1.3009080824987322,-0.21120309568715467,sharpe_decay
46,sharpe_decay_seed46,sharpe,decay,0.005,20,1e-06,validation,double_dqn,-0.33685081165045994,-0.08230745871390843,0.29045296782582547,-0.283376201420897,-0.5414422831067143,sharpe_decay
46,sharpe_decay_seed46,sharpe,decay,0.005,20,1e-06,test,double_dqn,0.6908022113722658,0.43856895322308276,0.4523692425573464,0.9694933075992358,-0.34858424588240333,sharpe_decay
